Season,Episode,Character,Line,Processed Line
3,5,Cartman,"God, I'm glad you guys know all these ""pooping outside"" rules!  Urgh. Come on, now.",god im glad you guys know all these pooping outside rules  urgh come on now
3,5,Kyle,Watch out for ground eels!,watch out for ground eels
3,5,Cartman,"Stop, you guys! I can't think!",stop you guys i cant think
3,5,Kyle,What do you have to think about?,what do you have to think about
3,5,Cartman,"I have to think about... planes dropping bombs, and dump trucks, and self-serve ice cream...  Oh, that did it.",i have to think about  planes dropping bombs and dump trucks and selfserve ice cream   oh that did it
3,5,Cartman,"Poopin' outside,
Makin' self-serve ice cream
For my friends
Specially Kenny.
Hey, Kenny, Can I borrow one of your gloves?","poopin outside
makin selfserve ice cream
for my friends
specially kenny
hey kenny can i borrow one of your gloves"
3,5,Cartman,"Oh my God! Come on, you guys, come look at this!",oh my god come on you guys come look at this
3,5,Stan,"We don't wanna look at it, Cartman!",we dont wanna look at it cartman
3,5,Cartman,"You guys, get over here!",you guys get over here
3,5,Cartman,I'm serious now!  Look. Over by those bushes.,im serious now  look over by those bushes
3,5,Cartman,Come on! Let's kill it!,come on lets kill it
3,5,Kyle,"Aw, Cartman! You're supposed to bury it!",aw cartman youre supposed to bury it
3,5,Stan,I saw it this way!,i saw it this way
3,5,Cartman,"Come on, you guys!",come on you guys
3,5,Stan,"Uncle Jimbo, Cartman found a big animal creature and it ran over that way!",uncle jimbo cartman found a big animal creature and it ran over that way
3,5,Kyle,It just ran by here a second ago.,it just ran by here a second ago
3,5,Cartman,"Heheh. Hey-heh, that thing's funny.",heheh heyheh that things funny
3,5,Kyle,"You don't like anything, Cartman!",you dont like anything cartman
3,5,Stan,I think his name is Junjun.,i think his name is junjun
3,5,Mr. Garrison,I'll keep it at my house.,ill keep it at my house
3,5,Mr. Garrison,What?! How dare you say that?!,what how dare you say that
3,5,Mr. Garrison,"Oh, come on! You all know that pigeon was a total slut.",oh come on you all know that pigeon was a total slut
3,5,Mr. Garrison,"Now, wait a minute. I wanna clear the air here. We all know that pigeon was a whore. Raise your hand if you didn't sleep with that pigeon?  Oh, whatever!",now wait a minute i wanna clear the air here we all know that pigeon was a whore raise your hand if you didnt sleep with that pigeon  oh whatever
3,5,Cartman,"Wow, a dragon right on the blade. Mom, can I get a Sumatomi sword used by the ancient Tokugawa soldiers??",wow a dragon right on the blade mom can i get a sumatomi sword used by the ancient tokugawa soldiers
3,5,Cartman,"Sweet.  Mom, somebody's at the door.",sweet  mom somebodys at the door
3,5,Cartman,Should I get it?,should i get it
3,5,Cartman,"Okay, okay, hold your horses! God!  Mom, it's another Stark's Pond creature!",okay okay hold your horses god  mom its another starks pond creature
3,5,Cartman,You mean the other jakovasaur?,you mean the other jakovasaur
3,5,Cartman,You're a jakovasaur; that's what they call you.,youre a jakovasaur thats what they call you
3,5,Cartman,But the other jakovasaur talked different.,but the other jakovasaur talked different
3,5,Cartman,I have to call my friends over; they're never gonna believe it.,i have to call my friends over theyre never gonna believe it
3,5,Cartman,"He's the last of his kind, you guys. There's only two of them left.",hes the last of his kind you guys theres only two of them left
3,5,Kyle,Did you smoke some of your mom's crack?,did you smoke some of your moms crack
3,5,Cartman,"Will you stop with the whole ""mom smoking crack"" thing?! It's a old joke!",will you stop with the whole mom smoking crack thing its a old joke
3,5,Stan,Who's that? One of your mom's boyfriends?,whos that one of your moms boyfriends
3,5,Cartman,"No, that was a jakovasaur. It's okay to come in.",no that was a jakovasaur its okay to come in
3,5,Cartman,"Jakov, I want you to meet my friends.",jakov i want you to meet my friends
3,5,Cartman,"Hahahahaheh, isn't he funny?",hahahahaheh isnt he funny
3,5,Kyle,What are we supposed to do with him?,what are we supposed to do with him
3,5,Cartman,We have to take him to that rancher's barn to see his girlfriend.,we have to take him to that ranchers barn to see his girlfriend
3,5,Stan,Why don't we just tell our parents?,why dont we just tell our parents
3,5,Cartman,No! Why don't you wanna to understand? We have to do this ourselves.,no why dont you wanna to understand we have to do this ourselves
3,5,Stan,Sshh! Be quit. We could get in big trouble for being here.,sshh be quit we could get in big trouble for being here
3,5,Stan,"Sh! Keep quiet, stupid!",sh keep quiet stupid
3,5,Kyle,"Dude, have you ever heard of whispering?!",dude have you ever heard of whispering
3,5,Cartman,"Haaahahahah. You're so funny, Jakov.",haaahahahah youre so funny jakov
3,5,Stan,"Okay, uh, Jakov, why don't you just take bunga here and go back to Stark's Pond?",okay uh jakov why dont you just take bunga here and go back to starks pond
3,5,Cartman,"""Thank you, Mayor, for this distinctive honor...""",thank you mayor for this distinctive honor 
3,5,Kyle,"What are you doing, fatass?!",what are you doing fatass
3,5,Cartman,"I'm preparing my speech for when they call me up to congratulate on me on my discovery. ""Thank you, Mayor, for this distinctive honor...""",im preparing my speech for when they call me up to congratulate on me on my discovery thank you mayor for this distinctive honor 
3,5,Cartman,"Thank you, Mayor, for this honorable distinction.",thank you mayor for this honorable distinction
3,5,Cartman,"You know, there's really only two seasons here in South Park: Winter, and July, heh heh heh. But, but um, seriously, South Park has always been a place of discovery for me...  Ey, you sons of bitches! Get back here! I'm having a god-damned distinctive honor!",you know theres really only two seasons here in south park winter and july heh heh heh but but um seriously south park has always been a place of discovery for me   ey you sons of bitches get back here im having a goddamned distinctive honor
3,5,Kyle,"They want you to have sex, God-damnit!!",they want you to have sex goddamnit
3,5,Stan,"Dude, do we really want another one of these things hanging around?",dude do we really want another one of these things hanging around
3,5,Randy,"Hey Jakov. Uh, could you run down to the store and get some more... pretzels?",hey jakov uh could you run down to the store and get some more  pretzels
3,5,Kyle,"Dude, I don't wanna watch this thing have a baby.",dude i dont wanna watch this thing have a baby
3,5,Cartman,"If Jakov and Hope don't have kids, their race will become extinct.",if jakov and hope dont have kids their race will become extinct
3,5,Kyle,"Maybe their baby will be still-born, like Cartman was.",maybe their baby will be stillborn like cartman was
3,5,Cartman,"Hey! I might have been still-born, but at least I got better!",hey i might have been stillborn but at least i got better
3,5,Cartman,"Aren't they cute, you guys?",arent they cute you guys
3,5,Stan,Huh-I'm not so sure this is a good thing.,huhim not so sure this is a good thing
3,5,Mr. Garrison,"Ho-okay, children, we have some new students joining us today. Let's all be warm and welcome them to our class.",hookay children we have some new students joining us today lets all be warm and welcome them to our class
3,5,Stan,"Dude, it's crowded in here.",dude its crowded in here
3,5,Mr. Garrison,"O-kay, so, we're just gonna stick to our normal lesson plan and start the day with history.  Now, does anyone know why Chubby Checker left the Beatles in 1972?  Yes?",okay so were just gonna stick to our normal lesson plan and start the day with history  now does anyone know why chubby checker left the beatles in 1972  yes
3,5,Mr. Garrison,"O-kay, is there anyone who can answer the question?",okay is there anyone who can answer the question
3,5,Mr. Garrison,"Damnit, you don't raise your hand if you don't know!",damnit you dont raise your hand if you dont know
3,5,Kyle,"Dude, this sucks ass!",dude this sucks ass
3,5,Cartman,I like going to school now. Jakovasaurs are so cool.,i like going to school now jakovasaurs are so cool
3,5,Mr. Garrison,"It sure is, Mr. Hat.",it sure is mr hat
3,5,Mr. Garrison,"Mayor, the little jakovasaurs are ruining my classroom. I can't teach our kids anything!",mayor the little jakovasaurs are ruining my classroom i cant teach our kids anything
3,5,Cartman,"Hey, Jakov, how's it going?",hey jakov hows it going
3,5,Cartman,You... can't leave. You're my friend.,you  cant leave youre my friend
3,5,Cartman,"Jakov, please don't go.  You make everything in South Park fun.  You brought life to this whole town. It would suck without you.",jakov please dont go  you make everything in south park fun  you brought life to this whole town it would suck without you
3,5,Cartman,"Yes. These people, Jakov, these people need you. I need you. Please, Jakov. Stay?",yes these people jakov these people need you i need you please jakov stay
3,5,Cartman,"Hoo-ray! Jakov is staying, you guys!",hooray jakov is staying you guys
3,5,Cartman,Yes. Who would take care of them?,yes who would take care of them
3,5,Cartman,"Well, that should be fine, just fine.",well that should be fine just fine
3,5,Stan,"Oh, no! Nothing's worse than Cartman with authoritah!",oh no nothings worse than cartman with authoritah
3,5,Cartman,"Hi, Jakov.  What the hell is that?  Who's laughing?",hi jakov  what the hell is that  whos laughing
3,5,Cartman,"Wow, that's cool. I can help you get ready.",wow thats cool i can help you get ready
3,5,Cartman,"What are we doing out here, you guys? I wanna see if Jakov wins that game show.",what are we doing out here you guys i wanna see if jakov wins that game show
3,5,Stan,"Oh, he'll win. Don't worry.",oh hell win dont worry
3,5,Kyle,"We just have to show you this new species because you're the Department of Interior guy now. Soon, they'll all be eaten by bears.",we just have to show you this new species because youre the department of interior guy now soon theyll all be eaten by bears
3,5,Cartman,"Oh. Let me get out my notepad so I can classify this new species.  Well, this should be fine, just fine. Just fine, fine.",oh let me get out my notepad so i can classify this new species  well this should be fine just fine just fine fine
3,5,Kyle,There it is!  That must be of the antelope family.,there it is  that must be of the antelope family
3,5,Cartman,"That's Kenny with branches on his head.  Why did you bring me all the out here, you guys?",thats kenny with branches on his head  why did you bring me all the out here you guys
3,5,Stan,"Cartman, jakovasaurs are making South Park suck. You have to understand that.",cartman jakovasaurs are making south park suck you have to understand that
3,5,Cartman,"Well, what does that have to do with me being all the way out...? Wait a minute. You're distracting me! That game show is a fix!",well what does that have to do with me being all the way out  wait a minute youre distracting me that game show is a fix
