Character,Line
Cartman,"Just hear those sleigh bells jingle-in', ring ting tingle-in' too Outside it's lovely weather for a sleigh ride together with you, and you, and you."
Kyle,"Come on, Steve, you're going to Des Moines!"
Cartman,"No, Mother! No more lies!"
Randy,I think he's pretty scared alright.
Randy,Aaah I don't know. Why?
Cartman,Put them in my laptop!
Cartman,"Token forfeits!  Whites win!  Whites win!  Race war is over, everybody! Whites won again!"
Stan,"Dude, do you really care if Cartman has something that's better than yours?"
Kyle,"Hey, yeah! I almost forgot."
Randy,"We have that, Stan. It's called Friday Night Kegger."
Cartman,"Ehey hey, how's it going bros? This is CartmaaanBrah! And it looks like we're in the producer's office in Los Angeles now."
Kyle,Yeah. I've changed mine three times already 'cause it itches so much.
Cartman,"No! I am sick and tired of people harassing Mr. Jefferson!  All I've been hearing since Mr. Jefferson moved here are sick lies! That he molests children, that he's a bad father, that he has plastic surgery!"
Stan,I'm me from the past?
Stan,That's impossible. Are you guys sure you set it up right?
Kyle,"Jambu? Jambu?  Cool! It worked! Hey, Jambu."
Cartman,Look like ice cream to me.
Stan,"Uh, I guess.  Okay, you, you can let me out now."
Cartman,"Oh wow, it's Adam Sandler."
Butters,"Of course. That's it, Butters! We had it wrong all the time!"
Butters,"The world isn't fair. I do everything people ask me to. I stand in the lunch line for them, I buy tampons at the store for them, I go on Maury Povich with balls on my chin for them.  And yet, nobody accepts me. I am an outcast. A shadow of a man who can find no companion... ship. No love from others.  Fine!  If I am to be an outcast, so be it!  I'm through doin' what others tell me to do, and I am sick of this world and the stin-, and the stinky people in it!  From now on I will dedicate my life to bringing chaos to the world that has rejected me!  I will become the greatest supervillain  the world has ever seen!  Where I go, destruction will follow!"
Cartman,"Yeah. Man, that sucks about Butters.  Well, let's get going, shall we?"
Butters,"Helll- Uh all right. All right, I'll help you!"
Stan,"Who?  Oh, shit."
Kyle,"Whoa.  Kenny, you in there?"
Kyle,You're watching someone play Call Of Duty and talk about it?
Cartman,See? He's an asshole. Fuck him.
Kyle,"Yes we do! We have a sweet name.  I was wrong, Cartman. ""Washington Redskins"" is the perfect name. I think maybe I was jealous that I didn't come up with it."
Randy,"You know, in a way, I think I was even jealous of you being in a boy band. Isn't that stupid?"
Butters,"Oh, well, here he is."
Cartman,"Damn it, Kenny, don't be such a food-stamp hog! Share with the rest of your friends!"
Randy,"You see boys, if we like our small-town charm more than the big corporate bullies, we all have to be willing to... pay a little bit more. Do you understand?"
Stan,Nobody has any ideas?
Kyle,"Don't be stupid, Cartman! Butters doesn't have that much blood in him!"
Butters,"Well, I guess we're never gonna get that list from the girls."
Cartman,"What the hell is a ""bris""?"
Stan,"Oh my God, they videotaped killing Kenny!"
Cartman,This is a new time. A new era of science that only the smartest can comprehend.
Randy,You just don't go around changing math! Who the hell is this chick surgeon general appointed by Obama?!
Mr. Garrison,"Is there a problem, boys?"
Kyle,"We got the money, Mr. Hankey. We're gonna make our animated Christmas card."
Cartman,"My own amusement park, Mother. I'm sure."
Randy,"Uh I know, but I want to make love to you right now. I have to make love to you right now."
Mr. Garrison,"Boys, what the hell are you doing?! This is horribly, horribly wrong. How did you get this child?"
Cartman,What's the new topic?
Randy,"Listen, Stan. SARS is destroying our people. The Native Americans put it in the blankets they gave us.  Soon there will be only ninety-eight percent of us left."
Butters,"Stay positive, Stan! All right guys, cuddle up, cuddle up!  Now what is goin' on out there?"
Kyle,"How... How did this happen?  Mom, Dad? Why are you shopping here?"
Randy,Oh God.  I'm-  I'm so-  Startled.  ARRRGH!
Kyle,'Cause we hate him.
Stan,"Look at us, dude. These people are trying to change us somehow. I think it's time we went home."
Kyle,Oh who pees in the shower?
Stan,"Oh, stop it, Dad! This is partly your fault!"
Randy,Tell the Grand Hare everything is okay. I'll take it from here.
Cartman,It's sooo amazing!  You spin this thing on the ground and it goes 'round and 'round. I could watch it aaall day!
Cartman,You what? Stay at home? All day? No school?
Butters,"Oh, all right then."
Kyle,Mr. Jefferson said we can invite all the kids in town to go play over at their house.
Cartman,...I've got time. Do youuu??
Butters,I don't know. Weh I never really thought of it that way.
Cartman,Hey you guys! How's it goin'?
Cartman,Oh no!  Pre-nup? Weak. When'd you get that power-up?
Mr. Garrison,"You're drunk, Mr. Hat!"
Cartman,"I know, it sucks."
Kyle,DUDE! Did you just shit your pants?!
Stan,"Excuse me.  Excuse me!  Uh, we ran out of stuff.  We ran out of stuff to build the ladder with."
Butters,"Now look! I'm getting pretty sick of this! Well I put myself through a lot, and you can't talk to me like that! Uh... mom."
Butters,I got it.  Big Tree. Oval Rock.
Kyle,Ih ih ih-t's g-gay?
Stan,I bet I scored 100!
Stan,The boat went really slow and it just went round and round.
Butters,"REALLY great work, bitch! That is another...  sunshine sticker for you."
Mr. Garrison,"All right, that does it!!"
Stan,"Dude, you're not gonna believe this."
Cartman,"Hey, wait! Where the hell are you going?!"
Kyle,We're gonna save our parents before they all kill each other!
Stan,"Yes. Yes, sir, you are total fags."
Butters,"Uh, that modeling glue is making me dizzy."
Stan,There's a bunch of policemen chasing after us!
Kyle,"Hey, you know, that nurse is actually pretty cool."
Kyle,"We know how to fart, Mr. Mackey!"
Cartman,Dude! He's going to the nurse's office.
Cartman,"Good morning, Kyle. How are we feeling?"
Cartman,"Where were you this morning at nine o'clock, Butters?!"
Randy,"Uh, you go ahead, Sharon. Divide some Internet amongst the children. I- gotta talk to somebody."
Stan,"Cartman. Cartman, can you hear me?"
Butters,"All right, first string, cover those wideouts. Tell 'em how much you like their outfits! Clyde, Token! Hug those two players and give their quarterback a kiss."
Mr. Garrison,"Oh brother.  Kenny, would you please climb that ladder and take down the star above the stage?  And be careful not to fall in that little pool below you, Kenny, the shark for the third act is in there."
Mr. Garrison,"Eheh, the first thing we're gonna be learning about is communist Russia."
Butters,"Yeah why, why, you shouldn't be such a smart-mouthed Mr. Know-It-All!"
Cartman,"Look, retards! My name is Eric Cartman! I live with my mom in South Park, Colorado!"
Cartman,Don't talk about my mom like that!
Stan,"Goddamn, that guy's crazy.  Hey dude, you've gotta speed up."
Kyle,I just have a feeling this might be the last time we get to do this.
Kyle,Watch out for ground eels!
Cartman,"I-I did. I wrote something down.  Here it is! Uh, squiggly line, circle."
Kyle,How hard can it be? Look at it.
Cartman,"Happy Birthday, Kyle. I just wanted to stop by and give you your present."
Kyle,That's what bothering you? Not the fact that you're a murderer?
Butters,"Yeah, I finished it!"
Randy,"You do not say ""Big silly goose""! You call him an asshole like a normal kid!"
Kyle,Watch out Stan!  Genetic engineers are crazy.
Randy,"Well I think in the fourth chapter, when uh Nancy Drew discovers the bloody glove in the cheerleader's locker, well that uh that was just a brilliantly written passage."
Kyle,There is a crisis in America! As families grow further and further apart-
Butters,I didn't say anything. I promise.
Stan,"That trick sucks, Jesus."
Mr. Garrison,"Well, uh d-don't you all look nice."
Cartman,"No way, not Utah. Utah's nothin' but missionaries."
Butters,"Naw, I'm not no Anonymous Andy."
Kyle,I don't have a problem.
Stan,Did you know your mom was from Jersey?
Randy,"Huhuh. Oh nice one, Stotch! Your castle fuckin' sucks!"
Kyle,"Yeah, fatass, this is their famous Mechanic sketch."
Cartman,"Oh, so now everybody wants to meet Mr. Hankey! He's a piece of crap."
Stan,"Well, I can hardly wait."
Randy,"Oh hey, sorry boys."
Stan,What do we do with it?
Stan,"I don't know how much longer we can keep this up, dude."
Stan,What do you mean? Is he a red mage or a green mage?
Butters,"Wuh, okay.  Ugh, ugh, ugh, ugh, ugh, yeah."
Cartman,One testicle!  What an asshole!
Kyle,"Mr. Jefferson just seems like he wants to be a kid, not have one."
Cartman,"Well, there is the nice French café downtown. Maybe we should get some Faith Hilling pictures there."
Stan,We can start having fun again!
Kyle,"I'm a Jew
A lonely Jew..."
Cartman,Dateline. Right.  I wet my b-AAA! I touched my cousin's WEE-NUH! This sure has been fun! G'bye!
Cartman,"Okay, fine, I guess we'll look for- Oh no!! Look out! It's a giant four-headed lava frog! Shoot it!  Oh no, it got Kyle!"
Cartman,"Screw that, dude! We're guys. We can outthink them."
Kyle,You're not an awesome teacher!
Mr. Garrison,"So that's six votes for Filmore and six votes for Ike.  And the last vote is for... Uh, let's see. Flora, I can't tell who you voted for.  You've got the winning vote, Flora. Who d'you pick?"
Stan,"Two four nine all right, this is the place."
Randy,Chinpoko ga dai-suki yoo!
Butters,"Yes! Yes, anything else?"
Butters,I sure did. We'll have those poor baby cows in shape in no time!
Kyle,I wanna be the tough one.
Butters,Phone here doesn't work. Haa-I'm afraid the only phone that does work... is over in Treasure Cove.
Stan,You're gonna fight Satan?
Kyle,Dad? Don't you think our last new house is big enough?
Cartman,"Ooo, is that jealousy I see in your eyes, Craig? Mmm, yes, drown me in the sweet water of your envy."
Kyle,How could we know she would... Aw we suck so hard.
Cartman,Kenny! You have to tell us about hell! Give us every last horrible detail!
Kyle,"Okay, now put one end of the tube a half an inch into the incision."
Stan,Where is he now?
Mr. Garrison,"You talkin' to me?  Hmm, no, I don't like this one either."
Stan,"No no, he's trapped in Cartman's body."
Randy,"It's the best say, Stanley. Did you eat your Fruit Roll-Up?"
Kyle,I-It's good that it became something else.
Cartman,That's because I was having these bogus nightmares all night long.
Butters,You think maybe girls keep their balls on the inside of their tummies?
Cartman,"Clyde, Clyde!  If you had a chance right now to go back in time and stop Hitler, wouldn't you do it?  I mean, I personally wouldn't stop him because I think he was awesome, but you would, right?"
Kyle,Hey look!  It's working.
Cartman,"Oh, that's so lame of them."
Cartman,"No, hear me out, you guys. Haven't you seen those ADT commercials? ""Women these days get raped by perfectly normal-looking white guys in broad daylight."" It may be too late for Kyle's mom, but I'm getting some God damned security!"
Cartman,"Hm, it's kind of a grapey, bleachy flavor."
Kyle,"Check it out, dude. The camera shoots one frame at a time. So, all we gotta do, is put the right mouth on, according to what syllable they're pronouncing at that frame."
Kyle,"Yeah, he just seems so young."
Cartman,"Ms. Lopez, would you like to give Kyle a kiss?"
Randy,Stan! One family buying one glass isn't gonna make a difference!
Stan,What? The state tap champion is from here? Who?
Kyle,"Does it look like a pig, or an elephant?"
Cartman,"Yeah so, sorry you're not getting any spectators, but there's hardcore dude shit to watch."
Kyle,"We're here for Towelie, fatass!"
Kyle,"Hey. Maybe it's that thing, Scuzzlebutt."
Stan,"Yeah, I think that's great too."
Mr. Garrison,"Oh, well excuse me, Kyle! Why don't you just forget what Barnaby Jones has to say?! Why don't you not pay attention to Barnaby Jones and then let's see how far you get in society?! Okay, Stanley, why don't you tell us how Barnaby Jones knew the poison was in the milk?"
